Row1 Row2 Row3 Row4 Row5 Row6 Row7 Row8 Row9 Row10 Row11 Row12 Row13 Row14 Row15 Row16 Row17 Row18 Row19 Row20 Row21 Row22 Row23 Row24 Row25 Row26 Row27 Row28 Row29 Row30 Row31 Row32 Row33 Row34 Row35 Row36 Row37 Row38 Row39 Row40 Row41 Row42 Row43 Row44 Row45 Row46 Row47 Row48 Row49 Row50 Row51 Row52 Row53 Row54 Row55 Row56 Row57 Row58 Row59 Row60 Row61 Row62 Row63 Row64
3746 -1999 9716 2312 -2000 8918 2513 -2000 6853 5214 9059 2229 -1999 8111 1648 -2000 8048 1347 8439 4907 -1999 9803 2950 -2000 8707 2516 8203 4703 -2000 9248 3347 -2000 8870 1862 -2000 6823 5482 9235 2306 -1999 8203 6783 -2000 6749 808 9167 3663 -1999 9135 2158 -2000 8855 2713 8798 7514 -2000 9939 2514 -2000 8114 3328 -2000 7230 4313
4206 -2000 9716 2459 -1999 8767 2538 -2000 6506 5938 8322 2180 -1999 7859 1634 -2000 6959 1425 8057 4907 -1999 9674 2206 -2000 8555 2358 8427 6226 -1999 8683 3347 -2000 9174 2075 -1999 6543 5482 9602 2366 -1999 9459 2504 -2000 6635 812 8769 3591 -1999 9451 3195 -2000 8542 3098 9047 5771 -1999 9367 2766 -2000 8641 3154 -2000 7833 4272
3921 -2000 9654 2459 -1999 8885 3017 -2000 6506 5498 9304 3086 -1999 8563 1685 -2000 8769 1595 8301 4402 -1999 9814 2206 -2000 8555 2184 8281 4257 -2000 9277 3374 -2000 9038 2015 -1999 6341 4763 8772 2328 -1999 9681 1715 -2000 7012 858 8391 3207 -1999 8994 2738 -1999 9604 2771 8952 6721 -1999 9945 3603 -2000 9821 3154 -1999 8347 4284
6071 -2000 9662 2461 -1999 8885 3188 -2000 6506 5964 8290 3007 -2000 8634 1539 -2000 9201 1911 8077 4539 -1999 9360 2333 -1999 8644 2210 7729 4290 -2000 9657 3243 -2000 9793 2135 -1999 6312 4802 8122 2307 -1999 8713 1979 -2000 8765 829 8741 3308 -1999 9593 3249 -1999 9629 3161 9122 7201 -1999 9750 3137 -1999 9363 3335 -1999 8107 4479
3756 -2000 9895 2461 -2000 9481 2885 -2000 6506 6080 7320 2793 -2000 8880 1481 -2000 8563 1408 7838 4966 -1999 9982 2333 -1999 8966 2191 8044 4647 -1999 9657 3306 -2000 9240 1988 -1999 6923 5823 7841 2241 -1999 8677 1943 -2000 7462 839 8759 3198 -1999 9245 3249 -2000 8893 3079 9305 7363 -2000 9176 2607 -1999 8967 3197 -1999 7383 4714
3830 -2000 9879 2537 -2000 9852 2472 -2000 7280 6080 8660 2507 -2000 8571 1430 -2000 9063 1679 8453 4641 -2000 9982 2563 -1999 8920 2109 7820 4689 -1999 9341 3340 -1999 8753 1968 -2000 6318 8762 8651 3087 -1999 9448 2172 -2000 7462 824 8685 3551 -2000 9392 3318 -1999 9211 2518 8707 7045 -2000 8997 2688 -2000 9013 2925 -2000 7163 5710
3795 -2000 9982 2537 -1999 9741 2327 -1999 6581 6497 8538 1938 -2000 8347 1455 -2000 7573 1209 9403 4676 -2000 9813 2327 -2000 8632 2284 8704 4350 -1999 9331 3429 -1999 9772 2514 -2000 6353 8399 8165 2597 -1999 9995 2059 -2000 7704 812 8833 3897 -1999 9338 3747 -2000 9211 2496 9786 8427 -2000 9243 2821 -2000 9864 3047 -2000 7777 5746
3775 -1999 9813 2539 -2000 9685 2880 -2000 6895 6742 8256 2326 -2000 8035 1431 -2000 6691 -2000 9747 4210 -2000 9776 2514 -2000 8687 2437 9880 4034 -1999 9825 3594 -1999 9343 2514 -2000 7491 5228 8214 2598 -1999 9981 2265 -2000 7799 818 9560 4075 -2000 9591 5765 -1999 8842 2685 8762 8106 -1999 9974 3252 -1999 9785 2743 -2000 6684 6614
3775 -2000 9813 2539 -1999 9830 3300 -2000 6821 6245 6868 2481 -1999 8674 1381 -2000 6552 -2000 9474 4231 -2000 9776 2671 -2000 8443 2813 9736 3915 -1999 8530 3546 -2000 8155 1629 -2000 8490 5453 8499 2544 -1999 8603 2103 -1999 7455 866 9027 3661 -2000 9902 6617 -2000 9026 2706 9783 7407 -1999 9312 4223 -1999 9094 2716 -1999 5713 5551
3771 -1999 9550 2480 -2000 8971 3969 -2000 6675 6059 8289 2455 -2000 8926 1423 -2000 7103 -2000 9474 4353 -1999 9754 7226 -1999 7642 2593 8487 7540 -2000 8998 3499 -2000 8195 1699 -1999 8490 5914 9225 2402 -1999 9151 1699 -1999 7535 860 8994 3499 -2000 9570 2305 -2000 8796 2893 9438 9365 -1999 9305 3280 -2000 9542 2765 -1999 5611 4977
3762 -1999 9972 2480 -2000 8793 3532 -1999 7271 7077 8072 1839 -2000 9407 4130 -2000 9423 -2000 9474 3758 -2000 9337 4132 -2000 8263 3013 7905 5804 -2000 8844 3262 -2000 8564 1979 -1999 8578 6406 9283 2323 -2000 9424 1699 -2000 7861 849 9780 4421 -1999 8614 2287 -2000 9431 2759 9910 8056 -1999 9375 3142 -2000 9144 2582 -1999 5772 5032
3853 -1999 9972 2394 -2000 9163 2538 -1999 8821 5995 7225 1956 -1999 8941 4827 -2000 6749 -2000 8570 3992 -2000 9337 9123 -2000 8379 3013 8324 5831 -1999 8813 3034 -2000 9085 1654 -2000 8567 7285 9630 2480 -2000 9271 1665 -2000 7861 829 9039 4771 -2000 8499 2114 -2000 9667 3093 9938 8119 -2000 9457 3678 -2000 9930 2823 -1999 5222 5167
3985 -2000 9554 2394 -2000 9283 2552 -2000 6721 6631 5219 2099 -2000 8708 4827 -2000 6064 -2000 7769 3754 -1999 9248 9123 -1999 8103 2256 8401 5575 -1999 9918 3272 -2000 9167 1827 -2000 8986 5056 9434 2905 -2000 8849 1939 -1999 7178 834 8790 5903 -2000 8553 2272 -2000 9728 3862 9839 5630 -2000 9822 3374 -2000 9978 2823 -1999 6004 5825
4095 -1999 9310 2261 -2000 9139 3635 -2000 7119 7924 6058 2608 -2000 8708 4778 -2000 5623 -2000 6746 3830 -2000 9661 6913 -2000 7984 2354 8611 5665 -1999 9871 2965 -1999 9396 1996 -1999 7958 4817 9419 2494 -2000 8813 2182 -1999 6950 834 9461 6895 -2000 9399 2329 -1999 9302 3862 9565 6821 -2000 9387 3374 -2000 8608 2807 -1999 6406 5825
4117 -2000 9213 2261 -2000 9054 3083 -2000 7051 6331 7526 2469 -2000 8593 1593 -1999 5296 -2000 6847 3813 -1999 9668 6913 -1999 9090 2473 9804 6135 -1999 9867 3709 -2000 9289 1511 -2000 7958 4718 9484 2536 -1999 9118 2182 -1999 7409 827 8584 5276 -2000 9655 2740 -1999 9323 3571 9628 7037 -1999 9760 3049 -2000 9648 3046 -2000 6509 5580
4168 -2000 9077 2399 -2000 9191 4382 -2000 5810 7846 8253 2396 -2000 8773 1600 -1999 5966 -2000 7854 3768 -1999 9518 8113 -1999 9273 2473 9178 5406 -1999 9867 2960 -2000 9230 2033 -2000 7202 4530 9854 5323 -1999 8803 2332 -2000 8147 834 7915 4135 -1999 9179 2740 -1999 9323 3571 9227 6078 -1999 9351 3012 -2000 9111 2914 -1999 6282 5627
4240 -2000 9077 2459 -1999 9222 4648 -2000 4890 7716 6885 2928 -1999 8719 1654 -2000 6677 -2000 7884 3692 -2000 9695 8113 -1999 9273 2336 9589 7811 -1999 9177 4490 -2000 9812 2694 -2000 7433 5206 9318 5708 -1999 8669 1907 -2000 8342 838 7937 3854 -2000 9774 2427 -2000 8774 3255 8285 5842 -1999 9427 2940 -2000 9111 3203 -1999 6506 5543
4291 -2000 9035 2484 -2000 9928 4479 -1999 4979 6346 5837 2347 -1999 8941 1540 -2000 7005 -2000 8207 3791 -1999 9933 9270 -1999 9165 2175 9885 4952 -2000 9016 4490 -2000 9409 2771 -2000 7666 4547 9477 2493 -1999 8192 4526 -1999 8841 821 8466 4043 -1999 8809 2185 -2000 7748 6717 8034 6773 -1999 9637 3021 -2000 8924 3002 -1999 7418 5740
4291 -2000 8883 2497 -2000 8979 6907 -1999 4913 6494 6306 2347 -2000 9002 1499 -2000 5640 -2000 8089 4400 -2000 9933 9270 -1999 9639 2380 8406 4922 -2000 9289 3350 -2000 9590 2563 -2000 7380 5323 9514 2542 -1999 8732 3029 -2000 9304 853 8832 3616 -2000 9417 1650 -2000 9834 3237 9552 5394 -1999 9639 2926 -2000 8924 3002 -2000 7522 5869
4073 -2000 9424 2699 -2000 8979 6124 -2000 5255 6491 6705 2119 -2000 9009 1539 -1999 5972 -2000 7080 4867 -1999 9399 2497 -1999 9639 2284 8151 5594 -2000 9957 3481 -2000 9683 1966 -1999 7274 4563 9342 2579 -1999 8100 3323 -1999 7348 867 8925 3690 -1999 8952 1626 -2000 8983 3226 8738 4781 -1999 9525 3172 -2000 9670 3122 -2000 7379 5980
3880 -1999 9893 2699 -2000 8916 4043 -2000 6113 6662 9170 1937 -2000 9206 1571 -1999 6231 -2000 7080 4867 -1999 9652 2603 -2000 7675 2365 8231 5594 -1999 8694 3827 -1999 9160 1955 -2000 7193 4684 9176 4355 -2000 8146 3323 -2000 6489 863 9131 4103 -2000 8901 1670 -2000 9828 3401 7661 8372 -2000 9607 3172 -2000 8992 2944 -2000 7127 6760
3734 -1999 9214 2644 -2000 9321 2646 -2000 6136 7136 6084 1851 -2000 9096 1594 -2000 6153 -2000 7910 4044 -1999 9582 3741 -2000 9687 2476 8752 3989 -1999 8859 3661 -2000 9200 1752 -1999 8716 5427 9435 5198 -2000 8146 1935 -2000 6726 867 9268 3593 -1999 8908 1712 -2000 8909 3521 9751 6155 -2000 9621 3191 -2000 9754 3967 -2000 6102 7164
3689 -1999 9674 2744 -1999 9846 2134 -2000 5901 8380 4666 2273 -2000 8455 1791 -2000 7930 -2000 8094 4019 -1999 9924 1907 -2000 9525 2553 8771 3834 -2000 8947 4290 -2000 9993 1758 -2000 8338 4713 8920 2586 -2000 6915 1940 -2000 8555 880 9082 3603 -2000 8710 2152 -2000 9065 3521 8481 7130 -2000 9230 3381 -2000 9754 3936 -1999 6668 5906
3582 -2000 9819 2744 -2000 8659 2311 -2000 8268 6625 5379 2162 -2000 8653 1658 -2000 7713 -2000 8166 4236 -2000 9804 1919 -2000 7834 2553 9045 4420 -2000 9066 4130 -1999 9100 1632 -2000 7630 6011 9683 2419 -1999 7355 1990 -1999 7289 847 9008 4028 -2000 9113 1945 -2000 9065 3345 8428 5981 -1999 9467 3285 -2000 8992 4159 -2000 6668 6693
3671 -2000 9856 2662 -2000 7996 2282 -2000 9848 6214 6912 2164 -2000 9030 1658 -2000 9204 -2000 7851 3566 -1999 9088 1919 -2000 7443 2355 9103 4785 -2000 8885 6494 -1999 9100 1725 -1999 7597 5962 9683 2275 -1999 8011 1871 -1999 7289 878 8513 4028 -1999 9113 1923 -2000 8942 3385 8010 6823 -1999 9128 3006 -2000 8978 3313 -2000 7068 6235
4079 -2000 9073 2858 -2000 9292 3046 -1999 9546 6436 8794 2034 -2000 9440 2301 -2000 5270 -2000 7958 3563 -1999 9168 2803 -2000 6772 2338 9457 5598 -1999 9813 4014 -2000 9341 1860 -1999 8700 5916 9371 2197 -2000 8233 1906 -2000 7904 879 9026 4195 -1999 9018 1739 -2000 8746 3282 7292 6062 -2000 9128 2851 -2000 9354 3026 -2000 6724 5364
4419 -2000 9042 2858 -1999 8976 3217 -2000 6720 6648 8190 2152 -2000 9550 2051 -2000 6710 -2000 8693 3699 -2000 9012 3069 -2000 6491 2411 8739 5858 -2000 9544 3899 -2000 8945 1940 -1999 7638 5782 9303 2185 -1999 8145 1802 -1999 7882 882 8347 4441 -1999 9089 2181 -2000 8843 3091 8140 5699 -2000 9378 2836 -2000 9354 2750 -2000 6724 5321
4366 -2000 9104 2740 -1999 8976 2979 -1999 6938 6245 6194 2456 -2000 9188 1814 -2000 6769 -2000 9600 3954 -1999 9228 2120 -2000 5996 2391 8180 5451 -1999 9111 3762 -2000 8461 1908 -2000 8238 5532 9298 2256 -1999 8049 1791 -1999 7850 870 8777 3987 -2000 9272 2009 -1999 8843 3038 8445 5683 -2000 9454 4122 -2000 9466 3078 -2000 7792 5172
4177 -2000 9311 2875 -1999 8716 2752 -1999 5817 5892 7658 2456 -1999 9017 1914 -2000 6738 -2000 9087 3888 -2000 9664 1972 -2000 9138 2413 8220 4959 -2000 9759 3878 -2000 8461 1908 -1999 8946 5376 9287 2248 -1999 8039 1791 -1999 7850 868 9404 4191 -1999 9665 2109 -2000 8482 3509 9022 8284 -2000 9646 7561 -2000 9062 3078 -2000 7393 6499
3883 -1999 9311 5641 -2000 9548 2929 -1999 5480 6282 9407 2024 -2000 8825 2528 -2000 6108 -2000 8895 3248 -2000 9494 2909 -2000 7884 2574 8723 4835 -2000 9770 3643 -2000 8397 1971 -1999 7118 5716 9494 2291 -1999 8446 1719 -1999 7713 898 9165 3897 -2000 9482 2135 -2000 8494 3509 9308 8179 -1999 9624 3315 -2000 9627 2857 -2000 7305 5867
3767 -1999 9618 5641 -2000 8572 2234 -1999 9880 6567 9817 2759 -2000 8825 8811 -2000 5742 -2000 8895 3764 -1999 9534 1775 -2000 9086 2522 8723 5704 -1999 9109 3619 -1999 8483 2118 -1999 6738 5892 9494 2243 -1999 8600 1719 -2000 7461 911 9330 3738 -1999 9293 1838 -2000 9937 3297 9658 8179 -2000 9624 3236 -2000 9214 2857 -2000 9519 5567
4322 -1999 9935 3256 -2000 9704 1983 -1999 5948 8867 9917 2759 -2000 9155 1783 -2000 6178 -2000 8709 4763 -1999 9719 1775 -1999 7525 2506 8538 6548 -2000 9305 5178 -2000 9021 2124 -2000 7079 5715 8071 2491 -1999 7927 1798 -2000 7678 905 9330 4058 -1999 8759 1681 -2000 8674 3620 9330 6384 -1999 9552 2911 -2000 8418 3215 -2000 8422 5471
4729 -1999 9520 3508 -2000 9584 2003 -1999 5901 6961 8697 2131 -2000 8924 6865 -2000 6553 -2000 9203 5611 -1999 9267 1705 -1999 8032 2416 7910 5998 -2000 9001 3730 -2000 9021 2165 -2000 7221 5283 8287 2163 -1999 7969 2022 -2000 8183 935 8170 4121 -2000 9183 1741 -2000 8854 3148 9531 8118 -2000 9446 2861 -2000 7277 3259 -2000 8422 5225
3484 -1999 10000 3279 -2000 9389 2056 -1999 5928 8380 8834 3438 -2000 8785 8597 -2000 7106 -2000 9278 4407 -1999 9570 5660 -2000 8476 2667 8680 7321 -2000 8987 6406 -1999 9278 2118 -2000 7695 5438 8304 2214 -1999 9412 2052 -2000 8117 887 8403 4582 -1999 9183 1741 -2000 8499 3114 9235 8118 -1999 9446 2861 -2000 8085 3513 -2000 7087 4901
3771 -1999 9796 3279 -2000 9389 2163 -1999 7124 8427 9667 3438 -2000 8371 1843 -2000 6191 -2000 7779 4016 -1999 9433 8759 -2000 8743 2422 8757 5045 -2000 8866 4021 -1999 9498 2030 -2000 6934 5468 8142 2930 -1999 9434 2093 -2000 9021 901 10000 4517 -2000 9702 1811 -2000 8853 3114 8952 4665 -2000 9385 2804 -2000 9729 4646 -2000 6351 4353
3950 -1999 9010 3237 -2000 9734 2654 -2000 8973 7034 7602 2587 -2000 8588 1894 -2000 6112 -2000 8457 5911 -2000 9433 9178 -2000 8604 2588 9889 4853 -1999 8989 3981 -2000 9482 1940 -2000 7350 5674 8158 2576 -1999 8826 2126 -2000 7779 927 8832 4766 -2000 9031 1758 -1999 9135 3194 9102 4877 -2000 9288 2735 -1999 9218 4199 -1999 6461 4762
6115 -2000 8403 3367 -2000 9182 3191 -1999 8863 6245 7602 1943 -2000 8845 1886 -2000 6892 -2000 8517 6443 -1999 9549 9086 -2000 9813 2661 8650 5067 -1999 9737 4115 -2000 9097 2033 -1999 6853 5128 7788 2321 -1999 8826 1994 -2000 7418 953 9176 5406 -1999 7711 1707 -2000 9160 3518 8537 4912 -2000 9740 2469 -2000 8736 4753 -1999 5557 4978
6698 -2000 8617 3530 -2000 9505 3349 -1999 7765 6529 8017 1944 -1999 8675 1817 -2000 5734 -2000 9690 7180 -1999 9286 8657 -2000 8588 2490 9798 5760 -1999 8881 3921 -2000 8952 2478 -2000 7216 5150 8609 2366 -1999 8830 1732 -2000 8279 928 8598 3750 -2000 8582 1728 -2000 9160 3464 8218 4462 -2000 9872 2412 -2000 9229 3846 -2000 6605 4591
6133 -2000 8751 3955 -2000 9619 2706 -1999 6772 6435 9106 1980 -1999 8589 1800 -2000 5820 -2000 9507 7752 -1999 9790 7161 -2000 8602 2490 9013 5912 -1999 9109 4124 -1999 8965 2332 -1999 6785 5003 8799 2843 -1999 8712 1651 -2000 7649 923 8614 3428 -2000 8949 1920 -2000 8685 3685 7842 4720 -2000 9872 2420 -2000 9149 3744 -2000 6239 4108
5458 -1999 8768 4362 -2000 9204 2603 -1999 7024 7101 9202 2302 -1999 8826 3711 -2000 6316 -2000 9494 7419 -1999 9909 2465 -2000 8433 2568 8595 5983 -1999 9178 4144 -2000 8935 2158 -2000 7501 5747 8799 3028 -1999 8712 1696 -2000 6859 901 8714 6831 -1999 9229 1662 -2000 9317 3582 7965 5536 -2000 9358 2503 -2000 8668 3740 -1999 7084 4092
